mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,protocol_scope,active_clients,dropped_clients,max_abs_error_vs_plain,round,method,privacy_mode,mean_client_loss,dropout_rate_requested,seed
quantized_transport_proxy,8.19000051706098e-05,2.5199995434377342e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,22,fedavg,quantized_transport_proxy,0.14483968773569703,0.0,31
quantized_transport_proxy,8.820000221021473e-05,2.499999391147867e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,23,fedavg,quantized_transport_proxy,0.14331572551363278,0.0,31
quantized_transport_proxy,9.300000237999484e-05,2.9599999834317714e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,24,fedavg,quantized_transport_proxy,0.1418850909365142,0.0,31
quantized_transport_proxy,8.710000111022964e-05,2.7499998395796865e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,25,fedavg,quantized_transport_proxy,0.14053943130820337,0.0,31
quantized_transport_proxy,8.660000457894057e-05,2.7399997634347528e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,26,fedavg,quantized_transport_proxy,0.139271355282106,0.0,31
quantized_transport_proxy,8.759999764151871e-05,2.7000001864507794e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,27,fedavg,quantized_transport_proxy,0.1380742825039331,0.0,31
quantized_transport_proxy,0.00010529999417485669,2.6599998818710446e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,28,fedavg,quantized_transport_proxy,0.1369423881243851,0.0,31
quantized_transport_proxy,0.00011029999586753547,2.830000448739156e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,29,fedavg,quantized_transport_proxy,0.1358704198557172,0.0,31
quantized_transport_proxy,0.00010769999789772555,2.6599998818710446e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,30,fedavg,quantized_transport_proxy,0.13485369260002697,0.0,31
plain,2.1999949240125716e-06,2.1400002879090607e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,1,fedavgft_base,plain,0.3234046186488072,0.0,31
plain,2.4999972083605826e-06,2.4900000425986946e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,2,fedavgft_base,plain,0.26436272930839966,0.0,31
plain,2.3999964469112456e-06,2.2000000171829015e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,3,fedavgft_base,plain,0.23707493669805163,0.0,31
plain,2.0999941625632346e-06,2.08000055863522e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,4,fedavgft_base,plain,0.22038802035876343,0.0,31
plain,2.1000014385208488e-06,2.4100001610349864e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,5,fedavgft_base,plain,0.2086013157942575,0.0,31
plain,3.9999998989515007e-05,2.3699998564552516e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,6,fedavgft_base,plain,0.19954150572503487,0.0,31
plain,2.6000052457675338e-06,2.2000000171829015e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,7,fedavgft_base,plain,0.19219700870519907,0.0,31
plain,2.0000006770715117e-06,1.939999492606148e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,8,fedavgft_base,plain,0.18602934188821943,0.0,31
plain,1.9899998733308166e-05,2.269999822601676e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,9,fedavgft_base,plain,0.18072220342558554,0.0,31
plain,2.6999987312592566e-06,2.5000001187436283e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,10,fedavgft_base,plain,0.17607506367686884,0.0,31
plain,2.3999964469112456e-06,2.5800000003073364e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,11,fedavgft_base,plain,0.17195276735906712,0.0,31
plain,2.4000037228688598e-06,2.1900006686337292e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,12,fedavgft_base,plain,0.16825955210558674,0.0,31
plain,2.1999949240125716e-06,2.5300003471784294e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,13,fedavgft_base,plain,0.16492471589337876,0.0,31
plain,2.7999994927085936e-06,2.1100000594742596e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,14,fedavgft_base,plain,0.16189425573695287,0.0,31
plain,2.1999949240125716e-06,2.179999864893034e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,15,fedavgft_base,plain,0.15912575251093214,0.0,31
plain,2.3000029614195228e-06,2.819999644998461e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,16,fedavgft_base,plain,0.1565851095566008,0.0,31
plain,2.0000006770715117e-06,1.9400002202019095e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,17,fedavgft_base,plain,0.15424439559668074,0.0,31
plain,2.0000006770715117e-06,2.5000001187436283e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,18,fedavgft_base,plain,0.1520803702490689,0.0,31
plain,2.3000029614195228e-06,2.3100001271814108e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,19,fedavgft_base,plain,0.15007344560091637,0.0,31
plain,2.4999972083605826e-06,2.220000169472769e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,20,fedavgft_base,plain,0.1482069347929036,0.0,31
plain,2.3000029614195228e-06,2.3600005079060793e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,21,fedavgft_base,plain,0.14646649476630016,0.0,31
plain,2.2000021999701858e-06,2.0799998310394585e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,22,fedavgft_base,plain,0.1448397037479968,0.0,31
plain,2.1000014385208488e-06,2.0499996026046574e-05,1344,1344,1.0,plain weighted averaging,8,0,0.0,23,fedavgft_base,plain,0.14331573448154147,0.0,31
