mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,protocol_scope,active_clients,dropped_clients,max_abs_error_vs_plain,round,method,privacy_mode,mean_client_loss,dropout_rate_requested,seed
secureagg_sim,0.0006708000000799075,2.8399997972883284e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.882311139236094e-15,7,fedavg,secureagg_sim,0.3777581680226991,0.0,31
secureagg_sim,0.0005885999999009073,1.4500001270789653e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.1163626406917047e-15,8,fedavg,secureagg_sim,0.3753156886560932,0.0,31
secureagg_sim,0.00048580000293441117,7.399998139590025e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.60063541482436e-15,9,fedavg,secureagg_sim,0.37323643635544335,0.0,31
secureagg_sim,0.00047140000242507085,7.399998139590025e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.1007501294079134e-15,10,fedavg,secureagg_sim,0.3714440277596518,0.0,31
secureagg_sim,0.0005090999984531663,7.999995432328433e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,4.099585254602189e-15,11,fedavg,secureagg_sim,0.36988372140668846,0.0,31
secureagg_sim,0.0005151000004843809,8.499999239575118e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.2395960913866872e-15,12,fedavg,secureagg_sim,0.3685143930483264,0.0,31
secureagg_sim,0.000495000000228174,8.300004992634058e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.6812319725566525e-15,13,fedavg,secureagg_sim,0.36730421794934165,0.0,31
secureagg_sim,0.0004956999982823618,9.199997293762863e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.7582103268031233e-15,14,fedavg,secureagg_sim,0.3662280621261614,0.0,31
secureagg_sim,0.00046239999937824905,7.399998139590025e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.390015269027046e-15,15,fedavg,secureagg_sim,0.36526576936601407,0.0,31
secureagg_sim,0.0004990000015823171,7.800001185387373e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,1.926193579637747e-15,16,fedavg,secureagg_sim,0.36440097295390067,0.0,31
secureagg_sim,0.0005811999944853596,1.4000004739500582e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.97461708043123e-15,17,fedavg,secureagg_sim,0.36362024127371434,0.0,31
secureagg_sim,0.00048579999565845355,8.299997716676444e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.753006156375193e-15,18,fedavg,secureagg_sim,0.36291244810359535,0.0,31
secureagg_sim,0.0004658999969251454,8.499999239575118e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.447546068069407e-15,19,fedavg,secureagg_sim,0.3622682998395442,0.0,31
secureagg_sim,0.0004610999967553653,6.999995093792677e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.411916152911253e-15,20,fedavg,secureagg_sim,0.3616799751584628,0.0,31
secureagg_sim,0.0004681999998865649,7.499998901039362e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.2445153374794913e-15,21,fedavg,secureagg_sim,0.3611408468013675,0.0,31
secureagg_sim,0.00045369999861577526,7.099995855242014e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.857808170137922e-15,22,fedavg,secureagg_sim,0.3606452642751169,0.0,31
secureagg_sim,0.000698800002282951,1.1299998732283711e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.3266978621538925e-15,23,fedavg,secureagg_sim,0.36018838235908124,0.0,31
secureagg_sim,0.0004912000003969297,8.299997716676444e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.7604468150487236e-15,24,fedavg,secureagg_sim,0.3597660244729545,0.0,31
secureagg_sim,0.0004776999994646758,7.499998901039362e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.505808061048498e-15,25,fedavg,secureagg_sim,0.35937457287215413,0.0,31
secureagg_sim,0.0004611000040313229,7.199996616691351e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.697346248610067e-15,26,fedavg,secureagg_sim,0.35901087969988776,0.0,31
secureagg_sim,0.00047530000301776454,8.199996955227107e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,1.936168239624614e-15,27,fedavg,secureagg_sim,0.3586721944067211,0.0,31
secureagg_sim,0.0004900999992969446,1.1299998732283711e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.622034533938944e-15,28,fedavg,secureagg_sim,0.358356104126232,0.0,31
secureagg_sim,0.00048429999878862873,9.199997293762863e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.3523531173251797e-15,29,fedavg,secureagg_sim,0.3580604843884327,0.0,31
