round,method,privacy_mode,mean_client_loss,mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,seed
21,fedavg,secureagg,0.2937891963930359,secureagg,1.4765188097953796e-05,7.412070408463478e-05,1680,3360,2.0,37
22,fedavg,secureagg,0.29338800756362715,secureagg,1.1203810572624207e-05,6.886012852191925e-05,1680,3360,2.0,37
23,fedavg,secureagg,0.2930251567822594,secureagg,1.2852251529693604e-05,6.311619654297829e-05,1680,3360,2.0,37
24,fedavg,secureagg,0.2926959314318064,secureagg,1.2801028788089752e-05,6.572902202606201e-05,1680,3360,2.0,37
25,fedavg,secureagg,0.29239631120188536,secureagg,1.0617077350616455e-05,6.06318935751915e-05,1680,3360,2.0,37
26,fedavg,secureagg,0.29212284460872895,secureagg,1.0372139513492584e-05,6.026728078722954e-05,1680,3360,2.0,37
27,fedavg,secureagg,0.29187255202068446,secureagg,1.1595897376537323e-05,6.885826587677002e-05,1680,3360,2.0,37
28,fedavg,secureagg,0.2916428485841256,secureagg,1.3655051589012146e-05,7.263105362653732e-05,1680,3360,2.0,37
29,fedavg,secureagg,0.2914314822810325,secureagg,1.2070871889591217e-05,6.481679156422615e-05,1680,3360,2.0,37
30,fedavg,secureagg,0.2912364836324575,secureagg,1.1480879038572311e-05,6.753718480467796e-05,1680,3360,2.0,37
31,fedavg,secureagg,0.29105612446934603,secureagg,1.2229196727275848e-05,6.353622302412987e-05,1680,3360,2.0,37
32,fedavg,secureagg,0.29088888384121153,secureagg,1.2805219739675522e-05,6.996840238571167e-05,1680,3360,2.0,37
33,fedavg,secureagg,0.2907334196026562,secureagg,1.5282072126865387e-05,7.226178422570229e-05,1680,3360,2.0,37
34,fedavg,secureagg,0.290588544560995,secureagg,1.3556797057390213e-05,7.507111877202988e-05,1680,3360,2.0,37
35,fedavg,secureagg,0.29045320632183885,secureagg,1.3535376638174057e-05,7.397308945655823e-05,1680,3360,2.0,37
36,fedavg,secureagg,0.2903264701587508,secureagg,1.3828743249177933e-05,7.265014573931694e-05,1680,3360,2.0,37
37,fedavg,secureagg,0.29020750437572357,secureagg,1.5107914805412292e-05,7.660500705242157e-05,1680,3360,2.0,37
38,fedavg,secureagg,0.290095567739774,secureagg,1.1381227523088455e-05,7.847696542739868e-05,1680,3360,2.0,37
39,fedavg,secureagg,0.28998999864432956,secureagg,1.3671815395355225e-05,7.269112393260002e-05,1680,3360,2.0,37
40,fedavg,secureagg,0.2898902057287274,secureagg,1.399824395775795e-05,7.524527609348297e-05,1680,3360,2.0,37
1,fedavg,heagg,0.40831766860380175,heagg,0.00010941131040453911,7.576402276754379e-05,1680,26880,16.0,37
2,fedavg,heagg,0.36175505839455324,heagg,9.118113666772842e-05,8.051423355937004e-05,1680,26880,16.0,37
3,fedavg,heagg,0.34104891614034427,heagg,7.808813825249672e-05,8.710194379091263e-05,1680,26880,16.0,37
4,fedavg,heagg,0.32904361203475063,heagg,7.71661289036274e-05,7.96034000813961e-05,1680,26880,16.0,37
5,fedavg,heagg,0.32116765305798434,heagg,7.405504584312439e-05,7.924018427729607e-05,1680,26880,16.0,37
6,fedavg,heagg,0.3156067811469946,heagg,7.364433258771896e-05,7.232930511236191e-05,1680,26880,16.0,37
7,fedavg,heagg,0.3114774222066944,heagg,7.337192073464394e-05,7.112929597496986e-05,1680,26880,16.0,37
8,fedavg,heagg,0.30829380740237544,heagg,7.89770856499672e-05,8.078757673501968e-05,1680,26880,16.0,37
9,fedavg,heagg,0.30576658842195686,heagg,7.602013647556305e-05,7.624505087733269e-05,1680,26880,16.0,37
10,fedavg,heagg,0.3037131188156822,heagg,7.725320756435394e-05,8.046720176935196e-05,1680,26880,16.0,37
11,fedavg,heagg,0.30201276710840086,heagg,8.013425394892693e-05,8.269306272268295e-05,1680,26880,16.0,37
12,fedavg,heagg,0.30058287406117706,heagg,7.321685552597046e-05,7.343897596001625e-05,1680,26880,16.0,37
13,fedavg,heagg,0.2993649434566644,heagg,7.975520566105843e-05,8.528027683496475e-05,1680,26880,16.0,37
14,fedavg,heagg,0.298316453631198,heagg,7.751770317554474e-05,8.417805656790733e-05,1680,26880,16.0,37
15,fedavg,heagg,0.29740571433140967,heagg,7.48857855796814e-05,7.387902587652206e-05,1680,26880,16.0,37
16,fedavg,heagg,0.2966085593722777,heagg,7.635029032826424e-05,7.34240747988224e-05,1680,26880,16.0,37
17,fedavg,heagg,0.2959062663511254,heagg,7.302965968847275e-05,7.286295294761658e-05,1680,26880,16.0,37
18,fedavg,heagg,0.2952840087013617,heagg,7.507670670747757e-05,7.003964856266975e-05,1680,26880,16.0,37
19,fedavg,heagg,0.29472990600103044,heagg,7.442431524395943e-05,7.120473310351372e-05,1680,26880,16.0,37
20,fedavg,heagg,0.2942342914708719,heagg,9.283004328608513e-05,9.223772212862968e-05,1680,26880,16.0,37
21,fedavg,heagg,0.29378920285998134,heagg,7.484899833798409e-05,7.513584569096565e-05,1680,26880,16.0,37
22,fedavg,heagg,0.29338801112896007,heagg,7.875729352235794e-05,8.044904097914696e-05,1680,26880,16.0,37
23,fedavg,heagg,0.2930251608463451,heagg,7.681967690587044e-05,8.379295468330383e-05,1680,26880,16.0,37
24,fedavg,heagg,0.29269593383422743,heagg,8.000433444976807e-05,7.542362436652184e-05,1680,26880,16.0,37
25,fedavg,heagg,0.2923963152981572,heagg,7.571093738079071e-05,7.484899833798409e-05,1680,26880,16.0,37
26,fedavg,heagg,0.2921228532037925,heagg,7.366295903921127e-05,7.255002856254578e-05,1680,26880,16.0,37
27,fedavg,heagg,0.29187256230628417,heagg,7.929420098662376e-05,7.126806303858757e-05,1680,26880,16.0,37
28,fedavg,heagg,0.2916428583949513,heagg,7.820921018719673e-05,7.154000923037529e-05,1680,26880,16.0,37
29,fedavg,heagg,0.2914314950607587,heagg,7.421290501952171e-05,7.35381618142128e-05,1680,26880,16.0,37
