method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedavg_plain,multimodal,none,0.9928056128111622,0.9942312409705452,0.029649595687331536,0.9460847240051348,0.9103139013452914,0.9950980392156863,406,40,331,2,779,6,41
fedavg_plain,multimodal,none,0.9950929198800341,0.9950196314257622,0.030848329048843187,0.9275549805950841,0.8727272727272727,1.0,384,56,333,0,773,7,41
fedprox_plain,multimodal,none,0.9846753432494278,0.9864677181291681,0.08421052631578947,0.8770053475935828,0.8066666666666666,0.9864130434782609,363,87,293,5,748,0,41
fedprox_plain,multimodal,none,0.9977402432697297,0.9978348267172332,0.004784688995215311,0.9795918367346939,0.9877450980392157,0.9710843373493976,403,5,413,12,833,1,41
fedprox_plain,multimodal,none,0.9984979312826049,0.9983645776008196,0.008823529411764706,0.9835082458770614,0.9674556213017751,1.0,327,11,329,0,667,2,41
fedprox_plain,multimodal,none,0.99571280044034,0.9959426311363844,0.015228426395939087,0.9258343634116193,0.8736842105263158,1.0,415,60,334,0,809,3,41
fedprox_plain,multimodal,none,0.9973736422158465,0.997573936919216,0.0025906735751295338,0.9759679572763685,0.9649595687331537,0.9862258953168044,358,13,373,5,749,4,41
fedprox_plain,multimodal,none,0.9974864130434783,0.9974986424808712,0.009316770186335404,0.9641744548286605,0.9406528189910979,0.990625,317,20,302,3,642,5,41
fedprox_plain,multimodal,none,0.9928056128111622,0.9942312426527313,0.029649595687331536,0.9460847240051348,0.9103139013452914,0.9950980392156863,406,40,331,2,779,6,41
fedprox_plain,multimodal,none,0.9951063089117396,0.9950309963535949,0.030848329048843187,0.9275549805950841,0.8727272727272727,1.0,384,56,333,0,773,7,41
fedavg_secureagg,multimodal,none,0.9846753432494278,0.9864677181291681,0.08421052631578947,0.8770053475935828,0.8066666666666666,0.9864130434782609,363,87,293,5,748,0,41
fedavg_secureagg,multimodal,none,0.9977287138986568,0.9978233002058301,0.004784688995215311,0.9795918367346939,0.9877450980392157,0.9710843373493976,403,5,413,12,833,1,41
fedavg_secureagg,multimodal,none,0.9984979312826049,0.9983645776008196,0.008823529411764706,0.9835082458770614,0.9674556213017751,1.0,327,11,329,0,667,2,41
fedavg_secureagg,multimodal,none,0.9957128004403399,0.9959426311363844,0.015228426395939087,0.9258343634116193,0.8736842105263158,1.0,415,60,334,0,809,3,41
fedavg_secureagg,multimodal,none,0.9973736422158465,0.997573936919216,0.0025906735751295338,0.9759679572763685,0.9649595687331537,0.9862258953168044,358,13,373,5,749,4,41
fedavg_secureagg,multimodal,none,0.9974864130434783,0.9974986424808712,0.009316770186335404,0.9641744548286605,0.9406528189910979,0.990625,317,20,302,3,642,5,41
fedavg_secureagg,multimodal,none,0.9928056128111622,0.9942312409705452,0.029649595687331536,0.9460847240051348,0.9103139013452914,0.9950980392156863,406,40,331,2,779,6,41
fedavg_secureagg,multimodal,none,0.9950929198800341,0.9950196314257622,0.030848329048843187,0.9275549805950841,0.8727272727272727,1.0,384,56,333,0,773,7,41
fedavg_heagg,multimodal,none,0.9846753432494278,0.9864677181291681,0.08421052631578947,0.8770053475935828,0.8066666666666666,0.9864130434782609,363,87,293,5,748,0,41
fedavg_heagg,multimodal,none,0.9977287138986568,0.9978233002058301,0.004784688995215311,0.9795918367346939,0.9877450980392157,0.9710843373493976,403,5,413,12,833,1,41
fedavg_heagg,multimodal,none,0.9984979312826049,0.9983645776008196,0.008823529411764706,0.9835082458770614,0.9674556213017751,1.0,327,11,329,0,667,2,41
fedavg_heagg,multimodal,none,0.9957128004403399,0.9959426311363844,0.015228426395939087,0.9258343634116193,0.8736842105263158,1.0,415,60,334,0,809,3,41
