method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,brier,ece_15,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedprox_plain,multimodal,none,0.75,0.8583333333333332,0.75,0.2014285836326356,0.2947395463547961,0.6666666666666666,0.75,0.6,3,1,3,2,9,1,41
fedprox_plain,multimodal,none,1.0,1.0,0.0,0.1433768067347945,0.2626320958396111,0.6666666666666666,0.5,1.0,1,1,1,0,3,2,41
fedprox_plain,multimodal,none,0.8368445692883895,0.8227849574885371,0.550561797752809,0.1747751984085348,0.14150259045642943,0.7567567567567568,0.8,0.7083333333333334,68,17,72,28,185,3,41
fedprox_plain,multimodal,none,0.7486631016042781,0.7342232277526395,1.0,0.21674387238521903,0.16270676345355745,0.6666666666666666,0.6666666666666666,0.47058823529411764,8,4,18,9,39,4,41
fedprox_plain,multimodal,none,0.9483573577092855,0.9513421932773553,0.27044025157232704,0.0862992096372626,0.03866052647403934,0.8875,0.8881987577639752,0.8881987577639752,143,18,141,18,320,5,41
fedprox_plain,multimodal,none,0.8960245636716225,0.8949276760077777,0.4065934065934066,0.13194204216991262,0.07360265410881973,0.8011363636363636,0.7808988764044944,0.8176470588235294,139,39,143,31,352,6,41
fedprox_plain,multimodal,none,0.8960867265996827,0.9003838713966227,0.45161290322580644,0.1470761756089471,0.12479292397824802,0.8211382113821138,0.9333333333333333,0.6885245901639344,42,3,59,19,123,7,41
fedprox_plain,multimodal,none,0.927663734115347,0.9392085718819714,0.3484848484848485,0.11586005395727322,0.09673543527102356,0.859375,0.9782608695652174,0.7258064516129032,45,1,65,17,128,8,41
fedprox_plain,multimodal,none,0.8673973085737792,0.8748197440501433,0.5164835164835165,0.1516805105684332,0.07363171131417921,0.7723577235772358,0.7845303867403315,0.7593582887700535,142,39,143,45,369,9,41
fedavg_secureagg_sim,multimodal,none,0.863961038961039,0.8709829597239478,0.5378787878787878,0.15583526150483137,0.08483134948913218,0.7610294117647058,0.8151260504201681,0.6928571428571428,97,22,110,43,272,0,41
fedavg_secureagg_sim,multimodal,none,0.75,0.8583333333333332,0.75,0.2015218178917622,0.2948123176388485,0.6666666666666666,0.75,0.6,3,1,3,2,9,1,41
fedavg_secureagg_sim,multimodal,none,1.0,1.0,0.0,0.14356993929598946,0.26264785062731666,0.6666666666666666,0.5,1.0,1,1,1,0,3,2,41
fedavg_secureagg_sim,multimodal,none,0.8368445692883895,0.8227849574885371,0.550561797752809,0.1748122170974039,0.1415354852661194,0.7567567567567568,0.8,0.7083333333333334,68,17,72,28,185,3,41
fedavg_secureagg_sim,multimodal,none,0.7486631016042781,0.7342232277526395,1.0,0.21678856534984633,0.16276724084882657,0.6666666666666666,0.6666666666666666,0.47058823529411764,8,4,18,9,39,4,41
fedavg_secureagg_sim,multimodal,none,0.9483573577092855,0.9513421932773553,0.27044025157232704,0.08629474048191474,0.03738064636286792,0.8875,0.8881987577639752,0.8881987577639752,143,18,141,18,320,5,41
fedavg_secureagg_sim,multimodal,none,0.8959922430510666,0.8949013200108334,0.4065934065934066,0.13194910927086484,0.07324193686268822,0.8011363636363636,0.7808988764044944,0.8176470588235294,139,39,143,31,352,6,41
fedavg_secureagg_sim,multimodal,none,0.8960867265996827,0.9003838713966227,0.45161290322580644,0.14707052667904386,0.1236877823099903,0.8211382113821138,0.9333333333333333,0.6885245901639344,42,3,59,19,123,7,41
fedavg_secureagg_sim,multimodal,none,0.927663734115347,0.9392085718819714,0.3484848484848485,0.11584882394765575,0.09672903322587495,0.859375,0.9782608695652174,0.7258064516129032,45,1,65,17,128,8,41
fedavg_secureagg_sim,multimodal,none,0.8674266909561027,0.8748224462596831,0.5164835164835165,0.15168587373812795,0.07368180373350346,0.7723577235772358,0.7845303867403315,0.7593582887700535,142,39,143,45,369,9,41
fedavg_quantized_transport_proxy,multimodal,none,0.863961038961039,0.8709829597239478,0.5378787878787878,0.15583525229988712,0.08483134123600562,0.7610294117647058,0.8151260504201681,0.6928571428571428,97,22,110,43,272,0,41
fedavg_quantized_transport_proxy,multimodal,none,0.75,0.8583333333333332,0.75,0.2015217346910201,0.29481226655667114,0.6666666666666666,0.75,0.6,3,1,3,2,9,1,41
fedavg_quantized_transport_proxy,multimodal,none,1.0,1.0,0.0,0.14356975216553122,0.26264781839791873,0.6666666666666666,0.5,1.0,1,1,1,0,3,2,41
fedavg_quantized_transport_proxy,multimodal,none,0.8368445692883895,0.8227849574885371,0.550561797752809,0.1748122068194422,0.1415354653988089,0.7567567567567568,0.8,0.7083333333333334,68,17,72,28,185,3,41
fedavg_quantized_transport_proxy,multimodal,none,0.7486631016042781,0.7342232277526395,1.0,0.21678853776492543,0.16276721898190705,0.6666666666666666,0.6666666666666666,0.47058823529411764,8,4,18,9,39,4,41
fedavg_quantized_transport_proxy,multimodal,none,0.9483573577092855,0.9513421932773553,0.27044025157232704,0.08629474371034287,0.0373806725456635,0.8875,0.8881987577639752,0.8881987577639752,143,18,141,18,320,5,41
fedavg_quantized_transport_proxy,multimodal,none,0.8959922430510666,0.8949013200108334,0.4065934065934066,0.13194910338014346,0.07324189572354349,0.8011363636363636,0.7808988764044944,0.8176470588235294,139,39,143,31,352,6,41
fedavg_quantized_transport_proxy,multimodal,none,0.8960867265996827,0.9003838713966227,0.45161290322580644,0.1470705386318923,0.12368781717102727,0.8211382113821138,0.9333333333333333,0.6885245901639344,42,3,59,19,123,7,41
fedavg_quantized_transport_proxy,multimodal,none,0.927663734115347,0.9392085718819714,0.3484848484848485,0.11584883541925357,0.09672906896866079,0.859375,0.9782608695652174,0.7258064516129032,45,1,65,17,128,8,41
fedavg_quantized_transport_proxy,multimodal,none,0.8674266909561027,0.8748224462596831,0.5164835164835165,0.15168585827884146,0.07368176851212965,0.7723577235772358,0.7845303867403315,0.7593582887700535,142,39,143,45,369,9,41
